고객명,매출년월,사용량,사용열량
(복)미망인모자복지회,2020-01,1006.6528000000001,42891.7479
(복)미망인모자복지회,2020-02,1566.4548,66789.5565
(복)미망인모자복지회,2020-03,1441.614,61463.0444
(복)미망인모자복지회,2020-04,744.0908,31674.5256
(복)미망인모자복지회,2020-05,240.7644,10242.1364
(복)미망인모자복지회,2020-06,0.0,0.0
(복)미망인모자복지회,2020-07,0.0,0.0
(복)미망인모자복지회,2020-08,0.0,0.0
(복)미망인모자복지회,2020-09,0.0,0.0
(복)미망인모자복지회,2020-10,0.0,0.0
(복)미망인모자복지회,2020-11,0.0,0.0
(복)미망인모자복지회,2020-12,0.0,0.0
(복)미망인모자복지회,2021-01,116.9144,4980.486
(복)미망인모자복지회,2021-02,0.0,0.0
(복)미망인모자복지회,2021-03,0.0,0.0
(복)미망인모자복지회,2021-04,0.0,0.0
(복)미망인모자복지회,2021-05,0.0,0.0
(복)미망인모자복지회,2021-06,0.0,0.0
(유)대안에이엔씨,2020-01,4344.0,185095.498
(유)대안에이엔씨,2020-02,5147.0,219439.564
(유)대안에이엔씨,2020-03,5749.0,245117.712
(유)대안에이엔씨,2020-04,6273.0,267069.967
(유)대안에이엔씨,2020-05,3777.0,160811.74800000002
(유)대안에이엔씨,2020-06,5889.0,250700.69199999998
(유)대안에이엔씨,2020-07,5741.0,244098.21999999997
(유)대안에이엔씨,2020-08,2851.0,121217.561
(유)대안에이엔씨,2020-09,4327.0,185019.49300000002
(유)대안에이엔씨,2020-10,3509.0,149692.108
(유)대안에이엔씨,2020-11,3540.0,150928.18800000002
(유)대안에이엔씨,2020-12,3495.0,148971.75
(유)대안에이엔씨,2021-01,5291.0,225711.958
(유)대안에이엔씨,2021-02,8357.0,357317.498
(유)대안에이엔씨,2021-03,6293.0,267800.588
(유)대안에이엔씨,2021-04,7354.0,313983.016
(유)대안에이엔씨,2021-05,5520.0,236026.584
(유)대안에이엔씨,2021-06,4281.0,182480.28100000002
(유)대안에이엔씨,2021-07,4854.0,206907.294
(유)대안에이엔씨,2021-08,6230.0,265254.81
(유)대안에이엔씨,2021-09,5579.0,237049.27400000003
(유)대안에이엔씨,2021-10,3146.0,133414.46600000001
(유)대안에이엔씨,2021-11,5101.0,217157.8
(유)대안에이엔씨,2021-12,6113.0,259844.186
(유)대안에이엔씨,2022-01,4838.0,207080.892
(유)대안에이엔씨,2022-02,3455.0,149186.71500000003
(유)대안에이엔씨,2022-03,4469.0,192273.231
(유)대안에이엔씨,2022-04,5067.0,217094.895
(유)대안에이엔씨,2022-05,2324.0,99675.94
(유)대안에이엔씨,2022-06,3064.0,131096.086
(유)대안에이엔씨,2022-07,2569.0,109882.55299999999
(유)대안에이엔씨,2022-08,1961.0,84204.42
(유)대안에이엔씨,2022-09,2316.0,98836.976
(유)대안에이엔씨,2022-10,2045.0,87259.76000000001
(유)대안에이엔씨,2022-11,3377.0,144843.81
(유)대안에이엔씨,2022-12,2165.0,92935.70199999999
(유)대안에이엔씨,2023-01,2064.0,88799.073
(유)대안에이엔씨,2023-02,3242.0,139423.466
(유)대안에이엔씨,2023-03,1802.0,77737.402
(유)대안에이엔씨,2023-04,4226.0,181601.722
(유)대안에이엔씨,2023-05,2242.0,95866.136
(유)대안에이엔씨,2023-06,2902.0,123362.235
(유)대안에이엔씨,2023-07,3680.0,156918.016
(유)대안에이엔씨,2023-08,2071.0,88340.704
(유)대안에이엔씨,2023-09,2531.0,107502.223
(유)대안에이엔씨,2023-10,2878.0,122140.938
(유)대안에이엔씨,2023-11,5812.0,248343.894
(유)대안에이엔씨,2023-12,3626.0,154219.884
(유)대안에이엔씨,2024-01,3545.0,150931.601
(유)대안에이엔씨,2024-02,4456.0,190481.972
(유)대안에이엔씨,2024-03,4059.0,174355.68
(유)대안에이엔씨,2024-04,3456.0,147892.89
(유)대안에이엔씨,2024-05,3749.0,160140.637
(유)대안에이엔씨,2024-06,3127.0,132846.01
(유)대안에이엔씨,2024-07,4180.0,177704.10700000002
(유)대안에이엔씨,2024-08,1389.0,59051.943
(유)대안에이엔씨,2024-09,2975.0,126932.625
(유)대안에이엔씨,2024-10,2159.0,92263.251
(유)대안에이엔씨,2024-11,2199.0,93834.724
(유)대안에이엔씨,2024-12,3482.0,148679.796
(유)대안에이엔씨,2025-01,3136.0,134658.883
(유)대안에이엔씨,2025-02,3950.0,169787.125
(유)대안에이엔씨,2025-03,4021.0,172365.146
(유)대안에이엔씨,2025-04,4080.0,174745.792
(유)대안에이엔씨,2025-05,3548.0,150775.878
(유)대안에이엔씨,2025-06,4029.0,171164.876
(유)대안에이엔씨,2025-07,4300.0,182306.245
(유)대안에이엔씨,2025-08,3487.0,147942.663
(유)대안에이엔씨,2025-09,2752.0,117044.174
(유)대안에이엔씨,2025-10,2845.0,121599.525
(유)대안에이엔씨,2025-11,3106.0,132218.008
(유)대안에이엔씨,2025-12,3406.0,144960.628
(재)대구테크노파크 F&B,2020-01,4547.0,193743.123
(재)대구테크노파크 F&B,2020-02,6802.0,290037.28
(재)대구테크노파크 F&B,2020-03,4683.0,199659.705
(재)대구테크노파크 F&B,2020-04,9265.0,394373.675
(재)대구테크노파크 F&B,2020-05,3604.0,153407.864
(재)대구테크노파크 F&B,2020-06,6984.0,297234.676
(재)대구테크노파크 F&B,2020-07,7997.0,340019.644
(재)대구테크노파크 F&B,2020-08,4980.0,211526.556
(재)대구테크노파크 F&B,2020-09,8446.0,361199.875
(재)대구테크노파크 F&B,2020-10,7622.0,325077.132
(재)대구테크노파크 F&B,2020-11,4837.0,206109.914
(재)대구테크노파크 F&B,2020-12,8321.0,354468.876
(재)대구테크노파크 F&B,2021-01,9595.0,408714.64
(재)대구테크노파크 F&B,2021-02,9261.0,396313.176
(재)대구테크노파크 F&B,2021-03,2658.0,113020.542
(재)대구테크노파크 F&B,2021-04,9303.0,397142.815
(재)대구테크노파크 F&B,2021-05,7004.0,299395.624
(재)대구테크노파크 F&B,2021-06,9545.0,406395.07
(재)대구테크노파크 F&B,2021-07,9160.0,390444.874
(재)대구테크노파크 F&B,2021-08,5336.0,227245.62
(재)대구테크노파크 F&B,2021-09,6833.0,290316.228
(재)대구테크노파크 F&B,2021-10,5258.0,222990.246
(재)대구테크노파크 F&B,2021-11,7820.0,332930.9
(재)대구테크노파크 F&B,2021-12,7461.0,316951.719
(재)대구테크노파크 F&B,2022-01,7793.0,333830.554
(재)대구테크노파크 F&B,2022-02,8791.0,379632.778
(재)대구테크노파크 F&B,2022-03,9992.0,430325.464
(재)대구테크노파크 F&B,2022-04,10490.0,449457.132
(재)대구테크노파크 F&B,2022-05,11703.0,501974.511
(재)대구테크노파크 F&B,2022-06,9126.0,390468.044
(재)대구테크노파크 F&B,2022-07,13708.0,586369.13
(재)대구테크노파크 F&B,2022-08,1820.0,78397.304
(재)대구테크노파크 F&B,2022-09,10673.0,455352.679
(재)대구테크노파크 F&B,2022-10,11251.0,479907.298
(재)대구테크노파크 F&B,2022-11,13342.0,572191.53
(재)대구테크노파크 F&B,2022-12,11861.0,509188.956
(재)대구테크노파크 F&B,2023-01,4695.0,201942.96
(재)대구테크노파크 F&B,2023-02,8773.0,377383.279
(재)대구테크노파크 F&B,2023-03,6859.0,295817.993
(재)대구테크노파크 F&B,2023-04,10113.0,434318.175
(재)대구테크노파크 F&B,2023-05,8418.0,360095.406
(재)대구테크노파크 F&B,2023-06,11578.0,492167.814
(재)대구테크노파크 F&B,2023-07,12075.0,514642.24
(재)대구테크노파크 F&B,2023-08,10297.0,439290.546
(재)대구테크노파크 F&B,2023-09,11506.0,488696.578
(재)대구테크노파크 F&B,2023-10,4995.0,211984.935
(재)대구테크노파크 F&B,2023-11,11558.0,493499.6
(재)대구테크노파크 F&B,2023-12,10890.0,463343.914
(재)대구테크노파크 F&B,2024-01,4794.0,204143.932
(재)대구테크노파크 F&B,2024-02,5197.0,222174.146
(재)대구테크노파크 F&B,2024-03,8513.0,365633.288
(재)대구테크노파크 F&B,2024-04,11189.0,478576.212
(재)대구테크노파크 F&B,2024-05,10909.0,466158.028
(재)대구테크노파크 F&B,2024-06,7671.0,325914.102
(재)대구테크노파크 F&B,2024-07,7588.0,322672.596
(재)대구테크노파크 F&B,2024-08,7544.0,320735.524
(재)대구테크노파크 F&B,2024-09,10148.0,432917.576
(재)대구테크노파크 F&B,2024-10,3758.0,160458.017
(재)대구테크노파크 F&B,2024-11,5671.0,241504.303
(재)대구테크노파크 F&B,2024-12,13580.0,580004.551
(재)대구테크노파크 F&B,2025-01,10259.0,440715.033
(재)대구테크노파크 F&B,2025-02,8335.0,358354.454
(재)대구테크노파크 F&B,2025-03,3926.0,168613.08
(재)대구테크노파크 F&B,2025-04,7639.0,326656.217
(재)대구테크노파크 F&B,2025-05,10010.0,424987.212
(재)대구테크노파크 F&B,2025-06,9937.0,421887.19
(재)대구테크노파크 F&B,2025-07,9051.0,383738.636
(재)대구테크노파크 F&B,2025-08,9545.0,404932.755
(재)대구테크노파크 F&B,2025-09,7897.0,336027.214
(재)대구테크노파크 F&B,2025-10,8662.0,370186.464
(재)대구테크노파크 F&B,2025-11,12329.0,524818.074
(재)대구테크노파크 F&B,2025-12,7824.0,333078.456
(재)대구테크노파크 성서캠퍼스S동,2020-01,1058.1743999999999,45077.1713
(재)대구테크노파크 성서캠퍼스S동,2020-02,1173.1072,50021.291
(재)대구테크노파크 성서캠퍼스S동,2020-03,975.9379999999999,41614.9723
(재)대구테크노파크 성서캠퍼스S동,2020-04,808.4928,34413.4961
(재)대구테크노파크 성서캠퍼스S동,2020-05,598.4432,25472.7348
(재)대구테크노파크 성서캠퍼스S동,2020-06,68.3652,2911.6055
(재)대구테크노파크 성서캠퍼스S동,2020-07,379.4764,16148.9977
(재)대구테크노파크 성서캠퍼스S동,2020-08,471.6208,20011.8138
(재)대구테크노파크 성서캠퍼스S동,2020-09,758.9528,32451.3038
(재)대구테크노파크 성서캠퍼스S동,2020-10,226.8932,9675.4067
(재)대구테크노파크 성서캠퍼스S동,2020-11,176.3624,7520.0927
(재)대구테크노파크 성서캠퍼스S동,2020-12,685.6336000000001,29269.012700000003
(재)대구테크노파크 성서캠퍼스S동,2021-01,1085.9168,46191.643
(재)대구테크노파크 성서캠퍼스S동,2021-02,1133.4752,48530.874200000006
(재)대구테크노파크 성서캠퍼스S동,2021-03,1047.2756000000002,44549.0095
(재)대구테크노파크 성서캠퍼스S동,2021-04,855.0603999999998,36445.2394
(재)대구테크노파크 성서캠퍼스S동,2021-05,554.512,23740.3223
(재)대구테크노파크 성서캠퍼스S동,2021-06,271.3148,11575.9173
(재)대구테크노파크 성서캠퍼스S동,2021-07,0.0,0.0
(재)대구테크노파크 성서캠퍼스S동,2021-08,363.4034,15481.7116
(재)대구테크노파크 성서캠퍼스S동,2021-09,708.9832,30128.9501
(재)대구테크노파크 성서캠퍼스S동,2021-10,311.913,13240.083
(재)대구테크노파크 성서캠퍼스S동,2021-11,233.6872,9944.7925
(재)대구테크노파크 성서캠퍼스S동,2021-12,330.7268,14047.9516
(재)대구테크노파크 성서캠퍼스S동,2022-01,985.249,42059.2946
(재)대구테크노파크 성서캠퍼스S동,2022-02,1464.5058,63089.4453
(재)대구테크노파크 성서캠퍼스S동,2022-03,1140.7104,49234.2015
(재)대구테크노파크 성서캠퍼스S동,2022-04,676.3066,28992.5876
(재)대구테크노파크 성서캠퍼스S동,2022-05,135.6574,5814.547500000001
(재)대구테크노파크 성서캠퍼스S동,2022-06,184.0842,7888.7443
(재)대구테크노파크 성서캠퍼스S동,2022-07,576.9951,24682.6964
(재)대구테크노파크 성서캠퍼스S동,2022-08,1005.5352,43152.5431
(재)대구테크노파크 성서캠퍼스S동,2022-09,827.3892,35385.7813
(재)대구테크노파크 성서캠퍼스S동,2022-10,471.09720000000004,20060.732
(재)대구테크노파크 성서캠퍼스S동,2022-11,429.5298,18422.5331
(재)대구테크노파크 성서캠퍼스S동,2022-12,795.7188000000001,34137.1322
(재)대구테크노파크 성서캠퍼스S동,2023-01,1288.5894,55378.418099999995
(재)대구테크노파크 성서캠퍼스S동,2023-02,1305.4143,56105.4012
(재)대구테크노파크 성서캠퍼스S동,2023-03,974.8545,42025.9775
(재)대구테크노파크 성서캠퍼스S동,2023-04,725.4501,31236.4304
(재)대구테크노파크 성서캠퍼스S동,2023-05,180.1254,7732.243
(재)대구테크노파크 성서캠퍼스S동,2023-06,82.1451,3496.0133
(재)대구테크노파크 성서캠퍼스S동,2023-07,359.0433,15285.1914
(재)대구테크노파크 성서캠퍼스S동,2023-08,677.5335,28923.2276
(재)대구테크노파크 성서캠퍼스S동,2023-09,782.3781,33252.634
(재)대구테크노파크 성서캠퍼스S동,2023-10,531.1467,22540.2725
(재)대구테크노파크 성서캠퍼스S동,2023-11,292.7736,12479.1819
(재)대구테크노파크 성서캠퍼스S동,2023-12,627.0894,26761.0402
(재)대구테크노파크 성서캠퍼스S동,2024-01,1090.9773,46445.0856
(재)대구테크노파크 성서캠퍼스S동,2024-02,1359.0233999999998,57967.7842
(재)대구테크노파크 성서캠퍼스S동,2024-03,1138.4541,48836.26559999999
(재)대구테크노파크 성서캠퍼스S동,2024-04,1058.337,45416.4156
(재)대구테크노파크 성서캠퍼스S동,2024-05,350.14140000000003,14965.7438
(재)대구테크노파크 성서캠퍼스S동,2024-06,56.3787,2401.3943
(재)대구테크노파크 성서캠퍼스S동,2024-07,524.9997,22259.9873
(재)대구테크노파크 성서캠퍼스S동,2024-08,1111.2988,47299.0995
(재)대구테크노파크 성서캠퍼스S동,2024-09,1248.7281,53119.6446
(재)대구테크노파크 성서캠퍼스S동,2024-10,1018.361,43572.6121
(재)대구테크노파크 성서캠퍼스S동,2024-11,258.0507,10972.5738
(재)대구테크노파크 성서캠퍼스S동,2024-12,676.2708,28895.6988
(재)대구테크노파크 성서캠퍼스S동,2025-01,1221.0445,52304.6622
(재)대구테크노파크 성서캠퍼스S동,2025-02,1509.7449000000001,64934.1282
(재)대구테크노파크 성서캠퍼스S동,2025-03,1464.2647000000002,62808.17
(재)대구테크노파크 성서캠퍼스S동,2025-04,1052.9655,45205.9149
(재)대구테크노파크 성서캠퍼스S동,2025-05,414.2653,17637.3452
(재)대구테크노파크 성서캠퍼스S동,2025-06,174.9999,7458.6705999999995
(재)대구테크노파크 성서캠퍼스S동,2025-07,362.6694,15384.4359
(재)대구테크노파크 성서캠퍼스S동,2025-08,862.6986,36566.3429
(재)대구테크노파크 성서캠퍼스S동,2025-09,808.3476,34304.6554
(재)대구테크노파크 성서캠퍼스S동,2025-10,510.8994,21812.8499
(재)대구테크노파크 성서캠퍼스S동,2025-11,181.8288,7738.6337
(재)대구테크노파크 성서캠퍼스S동,2025-12,558.333,23760.612800000003
(주) EV첨단소재,2020-01,10126.6368,431490.79360000003
(주) EV첨단소재,2020-02,11079.137200000001,472388.6594
(주) EV첨단소재,2020-03,9168.697600000001,390886.4134000001
(주) EV첨단소재,2020-04,10200.74,434257.8192
(주) EV첨단소재,2020-05,5958.3576,253640.1466
(주) EV첨단소재,2020-06,3917.47,166849.69759999998
(주) EV첨단소재,2020-07,6534.6143999999995,277617.49049999996
(주) EV첨단소재,2020-08,11009.9216,468210.03599999996
(주) EV첨단소재,2020-09,9573.464399999999,409427.1638
(주) EV첨단소재,2020-10,9051.768,386035.847
(주) EV첨단소재,2020-11,10796.9536,460324.65469999996
(주) EV첨단소재,2020-12,11541.4732,491882.4976
(주) EV첨단소재,2021-01,9221.22,393249.3542
(주) EV첨단소재,2021-02,10540.3688,450976.3253
(주) EV첨단소재,2021-03,10759.4868,457747.608
(주) EV첨단소재,2021-04,9489.8446,405125.54980000004
(주) EV첨단소재,2021-05,8444.0248,360989.0775
(주) EV첨단소재,2021-06,8013.041200000001,341418.2415
(주) EV첨단소재,2021-07,7166.7468,305482.4649
(주) EV첨단소재,2021-08,5832.8150000000005,248332.6059
(주) EV첨단소재,2021-09,6709.884,285157.40450000006
(주) EV첨단소재,2021-10,7460.5508,316391.8967
(주) EV첨단소재,2021-11,7987.7892,340061.0737
(주) EV첨단소재,2021-12,9190.174200000001,390663.23549999995
(주) EV첨단소재,2022-01,7464.205999999999,319757.7152
(주) EV첨단소재,2022-02,7623.0088,329151.8465
(주) EV첨단소재,2022-03,7793.1252,335427.5345
(주) EV첨단소재,2022-04,8607.2408,368790.33759999997
(주) EV첨단소재,2022-05,5418.8813,232413.3909
(주) EV첨단소재,2022-06,5939.1684,254112.8004
(주) EV첨단소재,2022-07,6230.1675,266520.064
(주) EV첨단소재,2022-08,3769.0842000000002,162116.9187
(주) EV첨단소재,2022-09,5646.6001,240925.54149999996
(주) EV첨단소재,2022-10,6028.0963,257231.1675
(주) EV첨단소재,2022-11,7698.5903,330162.3281
(주) EV첨단소재,2022-12,9842.4708,422553.8189
(주) EV첨단소재,2023-01,8597.4153,369792.6907
(주) EV첨단소재,2023-02,9659.4041,415341.4279
(주) EV첨단소재,2023-03,9156.702299999999,395016.7862
(주) EV첨단소재,2023-04,9255.202000000001,397724.22670000006
(주) EV첨단소재,2023-05,6880.147800000001,294396.5873
(주) EV첨단소재,2023-06,8258.6527,351059.41750000004
(주) EV첨단소재,2023-07,8276.5419,352808.12360000005
(주) EV첨단소재,2023-08,7976.6618,340239.28520000004
(주) EV첨단소재,2023-09,7405.9016,314541.18220000004
(주) EV첨단소재,2023-10,4677.446599999999,198494.7867
(주) EV첨단소재,2023-11,7702.1869,328955.8919
(주) EV첨단소재,2023-12,8915.0795,379437.83839999995
(주) EV첨단소재,2024-01,6161.013800000001,262322.9483
(주) EV첨단소재,2024-02,7793.5812,333207.1818
(주) EV첨단소재,2024-03,7177.494000000001,308243.7892
(주) EV첨단소재,2024-04,3832.8116,164016.5901
(주) EV첨단소재,2024-05,2060.8253,88057.08630000001
(주) EV첨단소재,2024-06,1968.9641000000001,83655.9579
(주) EV첨단소재,2024-07,1687.4236,71711.9534
(주) EV첨단소재,2024-08,1130.2824,48055.9782
(주) EV첨단소재,2024-09,1085.6835,46333.2215
(주) EV첨단소재,2024-10,714.9999,30554.7527
(주) EV첨단소재,2024-11,500.7174,21371.8504
(주) EV첨단소재,2024-12,913.5140000000001,39005.8426
(주) EV첨단소재,2025-01,643.5536,27654.318199999998
(주) EV첨단소재,2025-02,865.079,37189.6325
(주) EV첨단소재,2025-03,897.1468,38474.4574
(주) EV첨단소재,2025-04,198.7287,8508.5188
(주) EV첨단소재,2025-05,160.1694,6809.7266
(주) EV첨단소재,2025-06,171.00959999999998,7263.4611
(주) EV첨단소재,2025-07,184.7934,7832.3467
(주) EV첨단소재,2025-08,148.23,6289.1093
(주) EV첨단소재,2025-09,155.1474,6598.3982
(주) EV첨단소재,2025-10,142.30079999999998,6081.1831999999995
(주) EV첨단소재,2025-11,191.7108,8161.4983
(주) EV첨단소재,2025-12,188.7462,8033.317999999999
(주) SJ테크,2020-01,3066.526,130668.3358
(주) SJ테크,2020-02,3823.4972,163024.90240000002
(주) SJ테크,2020-03,3009.0595999999996,128293.4615
(주) SJ테크,2020-04,1010.6160000000001,42996.41589999999
(주) SJ테크,2020-05,345.7892,14728.7048
(주) SJ테크,2020-06,436.94280000000003,18597.348700000002
(주) SJ테크,2020-07,984.8552,41833.4585
(주) SJ테크,2020-08,1641.7556,69695.3717
(주) SJ테크,2020-09,2729.6539999999995,116719.1966
(주) SJ테크,2020-10,2307.5732,98422.98259999999
(주) SJ테크,2020-11,3239.916,138128.96769999998
(주) SJ테크,2020-12,3808.6352,162322.6095
(주) SJ테크,2021-01,3548.0548,151261.4569
(주) SJ테크,2021-02,3965.1816,169573.21250000002
(주) SJ테크,2021-03,3513.3768,149488.4729
(주) SJ테크,2021-04,3597.5614,153567.9937
(주) SJ테크,2021-05,3112.1985999999997,133055.0177
(주) SJ테크,2021-06,2197.2538,93708.8336
(주) SJ테크,2021-07,1268.4461999999999,54068.8472
(주) SJ테크,2021-08,873.3564000000001,37175.894400000005
(주) SJ테크,2021-09,1359.5446,57753.7359
(주) SJ테크,2021-10,986.2392,41818.8324
(주) SJ테크,2021-11,820.8758,34943.039000000004
(주) SJ테크,2021-12,1288.2502,54815.0193
(주) SJ테크,2022-01,1737.801,74484.259
(주) SJ테크,2022-02,1736.8108,75004.3349
(주) SJ테크,2022-03,1363.5054,58671.0542
(주) SJ테크,2022-04,1141.7006000000001,48912.04
(주) SJ테크,2022-05,1437.4209,61649.5528
(주) SJ테크,2022-06,1215.3516,52000.5046
(주) SJ테크,2022-07,1485.5397,63539.232
(주) SJ테크,2022-08,1412.3019,60680.7813
(주) SJ테크,2022-09,1650.8195999999998,70420.91589999999
(주) SJ테크,2022-10,1133.2065,48350.8631
(주) SJ테크,2022-11,1369.7448,58752.8596
(주) SJ테크,2022-12,1282.6512,55061.4013
(주) SJ테크,2023-01,1821.048,78325.07879999999
(주) SJ테크,2023-02,1617.1698000000001,69535.1591
(주) SJ테크,2023-03,654.1917000000001,28219.3013
(주) SJ테크,2023-04,704.6664,30281.36
(주) SJ테크,2023-05,1915.0695,81904.2752
(주) SJ테크,2023-06,2086.7577,88699.8955
(주) SJ테크,2023-07,1447.0533,61684.378899999996
(주) SJ테크,2023-08,1284.8409,54807.8262
(주) SJ테크,2023-09,1401.5547000000001,59530.86380000001
(주) SJ테크,2023-10,1026.6858,43580.1951
(주) SJ테크,2023-11,1494.5301,63838.4427
(주) SJ테크,2023-12,2043.4806,86912.9451
(주) SJ테크,2024-01,1409.4675,60002.043300000005
(주) SJ테크,2024-02,1400.5656,59897.633
(주) SJ테크,2024-03,1334.2959,57300.3028
(주) SJ테크,2024-04,1749.7178999999999,74838.0003
(주) SJ테크,2024-05,1486.6173,63524.5271
(주) SJ테크,2024-06,1317.26,55973.4633
(주) SJ테크,2024-07,1173.5869,49875.5232
(주) SJ테크,2024-08,971.8921,41324.3084
(주) SJ테크,2024-09,1042.0898,44482.406899999994
(주) SJ테크,2024-10,1031.2141000000001,44071.1314
(주) SJ테크,2024-11,879.943,37514.1373
(주) SJ테크,2024-12,1450.4229,61949.161700000004
(주) SJ테크,2025-01,767.2312,32972.1494
(주) SJ테크,2025-02,1149.8581,49430.996900000006
(주) SJ테크,2025-03,688.1351999999999,29508.542499999996
(주) SJ테크,2025-04,827.5418999999999,35415.524600000004
(주) SJ테크,2025-05,1011.4400999999999,43076.2344
(주) SJ테크,2025-06,2190.4497,93018.8836
(주) SJ테크,2025-07,2063.3616,87468.3737
(주) SJ테크,2025-08,1310.3532,55597.4009
(주) SJ테크,2025-09,1231.2972,52369.2954
(주) SJ테크,2025-10,977.3298,41772.1656
(주) SJ테크,2025-11,1024.7634,43626.6494
(주) SJ테크,2025-12,940.7664,40054.9339
(주) 대신분체산업,2020-01,18158.766,773749.4184
(주) 대신분체산업,2020-02,18034.6684,768975.2346000001
(주) 대신분체산업,2020-03,16512.713600000003,704044.8263999999
(주) 대신분체산업,2020-04,19116.8728,813932.3592000001
(주) 대신분체산업,2020-05,18461.3724,785958.0288
(주) 대신분체산업,2020-06,17322.7744,737374.5897
(주) 대신분체산업,2020-07,19432.7864,825903.0409
(주) 대신분체산업,2020-08,18897.6116,803513.9931
(주) 대신분체산업,2020-09,19460.9768,832389.9532
(주) 대신분체산업,2020-10,19141.7532,816314.3372
(주) 대신분체산업,2020-11,18841.072399999997,803284.8179000001
(주) 대신분체산업,2020-12,21243.7108,905446.1625
(주) 대신분체산업,2021-01,21783.0152,928743.5066000001
(주) 대신분체산업,2021-02,16265.6916,695960.1962
(주) 대신분체산업,2021-03,15474.0476,658568.3356
(주) 대신분체산업,2021-04,20016.214799999998,854608.4763999999
(주) 대신분체산업,2021-05,16854.2376,720227.6955
(주) 대신분체산업,2021-06,16290.0898,694015.5706999999
(주) 대신분체산업,2021-07,20774.375200000002,885502.9288999999
(주) 대신분체산업,2021-08,21549.6504,917331.6005
(주) 대신분체산업,2021-09,20638.356,876940.9818
(주) 대신분체산업,2021-10,13639.0906,578574.6780000001
(주) 대신분체산업,2021-11,17516.16,745680.1549
(주) 대신분체산업,2021-12,23004.1012,977919.9679
(주) 대신분체산업,2022-01,23119.4936,990105.608
(주) 대신분체산업,2022-02,21007.601000000002,907065.9622
(주) 대신분체산업,2022-03,17972.7676,773701.9825
(주) 대신분체산업,2022-04,19822.247799999997,849286.5537
(주) 대신분체산업,2022-05,15721.7167,674291.3948
(주) 대신분체산업,2022-06,15031.4559,643135.9597
(주) 대신분체산업,2022-07,16910.9006,723429.0166
(주) 대신분체산업,2022-08,12717.644,546059.6762000001
(주) 대신분체산업,2022-09,17983.8818,766909.087
(주) 대신분체산업,2022-10,16352.4698,698052.9414
(주) 대신분체산업,2022-11,17800.8742,763462.7308
(주) 대신분체산업,2022-12,19906.9463,854627.6387
(주) 대신분체산업,2023-01,16745.3341,720228.6054
(주) 대신분체산업,2023-02,15780.1796,678547.9628
(주) 대신분체산업,2023-03,16397.6964,707381.5430999999
(주) 대신분체산업,2023-04,16616.511,714137.0417
(주) 대신분체산업,2023-05,13828.9521,591667.028
(주) 대신분체산업,2023-06,18981.9897,806849.5503
(주) 대신분체산업,2023-07,16515.967,704290.2263
(주) 대신분체산업,2023-08,14976.3812,638856.2072000001
(주) 대신분체산업,2023-09,21764.2585,924429.5171
(주) 대신분체산업,2023-10,14553.7873,617941.0327000001
(주) 대신분체산업,2023-11,19349.0841,826341.5120999999
(주) 대신분체산업,2023-12,21757.5715,926101.9613
(주) 대신분체산업,2024-01,18661.5251,794696.1756000001
(주) 대신분체산업,2024-02,20150.6422,861768.8300999999
(주) 대신분체산업,2024-03,19075.5796,819317.7117999999
(주) 대신분체산업,2024-04,21917.8658,937462.8748999999
(주) 대신분체산업,2024-05,18554.8823,792651.2228999999
(주) 대신분체산업,2024-06,17235.811,732109.4214999999
(주) 대신분체산업,2024-07,15207.6155,646378.6407
(주) 대신분체산업,2024-08,13017.9434,553534.4580999999
(주) 대신분체산업,2024-09,16306.2653,695577.7285
(주) 대신분체산업,2024-10,13081.135300000002,558891.4413000001
(주) 대신분체산업,2024-11,18348.9205,782305.1813
(주) 대신분체산업,2024-12,16221.5928,692809.6485
(주) 대신분체산업,2025-01,17234.7792,740335.3506
(주) 대신분체산업,2025-02,16441.892200000002,706831.8547
(주) 대신분체산업,2025-03,18358.6493,786850.3577
(주) 대신분체산업,2025-04,16458.0788,704507.5377
(주) 대신분체산업,2025-05,14300.8698,608178.3844999999
(주) 대신분체산업,2025-06,18804.1482,798661.3074
(주) 대신분체산업,2025-07,17595.3126,745829.0932
(주) 대신분체산업,2025-08,15511.103,658220.4542
(주) 대신분체산업,2025-09,14812.2418,630117.9399
(주) 대신분체산업,2025-10,15762.442200000001,673770.6089
(주) 대신분체산업,2025-11,18754.8522,798529.7198
(주) 대신분체산업,2025-12,18272.3684,777655.2459
(주) 동진스크린,2020-01,6717.0,286205.062
(주) 동진스크린,2020-02,7673.0,327131.626
(주) 동진스크린,2020-03,9304.0,396593.358
(주) 동진스크린,2020-04,11195.0,476597.24899999995
(주) 동진스크린,2020-05,11458.0,487800.756
(주) 동진스크린,2020-06,10448.0,444759.13899999997
(주) 동진스크린,2020-07,12515.0,531954.652
(주) 동진스크린,2020-08,5570.0,236660.83800000002
(주) 동진스크린,2020-09,6345.0,271346.697
(주) 동진스크린,2020-10,6480.0,276360.95999999996
(주) 동진스크린,2020-11,7378.0,314533.784
(주) 동진스크린,2020-12,5801.0,247230.85499999998
(주) 동진스크린,2021-01,8582.0,365833.654
(주) 동진스크린,2021-02,8573.0,366735.458
(주) 동진스크린,2021-03,12937.0,550461.544
(주) 동진스크린,2021-04,12036.0,514013.56799999997
(주) 동진스크린,2021-05,9372.0,400535.26800000004
(주) 동진스크린,2021-06,5813.0,247735.463
(주) 동진스크린,2021-07,6101.0,260065.682
